text,class
"Скажите, могу я надеяться?",original
"Но положим, что так страшимся и за эту временную неприятность он получил от Бориса записку, извещавшую его, что ничего, кроме желания показать, что она видела на Мясницкой улице в питейной конторе.",generated
"– «Я понимаю эту ложь и путаницу, думал он, оглядывая ее, - сказал буфетчнк.",generated
"При объяснении этих быстро совершающихся перенесений воль с одного лица на другое и в особенности при международных отношениях, завоеваниях и союзах историки эти невольно должны признать, что часть этих явлении уже не суть правильные перенесения воль, а случайности, зависящие то от хитрости, то от ошибки, или коварства, или слабости дипломата, или монарха, или руководителя партии.",original
"И с легкой и наивной откровенностью француза капитан рассказал трогательную историю своей любви к отечеству, отчаянье, горе и смотрел на лицо Пьера, этого шута горохового, как называла его Перонская, и знала, что он делает что-нибудь для других, для добродетели, - все, что только было еще дельнее и опытнее Бенигсена, и, как будто не слыхала или не принять участие, то прислушаться к тому, который имел для тех, у кого нет того, что я могу простить.",generated
"Курган, на который вошел Пьер, был то знаменитое (потом известное у русских под именем курганной батареи, или батареи Раевского, а у французов под именем la grande redoute, la fatale redoute, la redoute du centre [83] место, вокруг которого положены десятки тысяч людей и которое французы считали важнейшим пунктом позиции.",original
"Он видел теперь как будто новое значение во всем том, что он пережил.",original
"– сказал Николай, учтиво вставая.",generated
Какая-то женщина вышла из гостиной выбежал Петя.,generated
"     Вскоре после своего приема в братство масонов, Пьер с полным написанным им для себя руководством о том, что он должен был делать в своих имениях, уехал в Киевскую губернию, где находилась большая часть его крестьян.",original
XVIII,original
"Окровавленный кузнец шел рядом с белым султаном на рыжей энглизированной лошади, другой в шинели, пешком, стояли у него и обратилась к старому старику, который, облокотившись на руку, на диване, открыл рот, но не в духе, такой угрюмый.",generated
"Она постояла над Соней при укладке фарфора, хотела помочь, но тотчас же бросила и пошла к себе укладывать свои вещи.",original
"Наташа смотрела на него, но тотчас же, засунув руку в узкое горло кувшина и захватив горсть орехов, не разжимает кулака, чтобы не соскользнуть с дребезжащих старых дрожек, Пьер, испытывая радостное чувство, подобное чувству, испытываемому в сновидениях, охватывало его, и он, наконец, представляется ему.",generated
- Ред.,original
- Приказания?..,original
- подумал Пьер.,original
"Но правило это, при котором упускается из вида во всё время обеда, в обращении с князем Федором?",generated
"Глядя на знамя, ему всё не удавалось и неловко подпрыгивал всем телом.",generated
"- И Николай, взяв ее руку, она с улыбкой, - avec les belles, voila les caprices de la nation et le transport au cerveau.",generated
"Мне так хорошо, – с недоумением даже cказала Наташа.",original
"Согнутая старушка с котомкой на спине, с своими добычами и рассказами, и все качества человеческие.",generated
"Было несколько французов и за медленность преследования, за ошибки в Красном и на дворе на солнушке.",generated
"- Я думала, не случилось того, что одно присутствие государя парализует пятьдесят тысяч англичан высадятся в Неаполе, и как мало мы об этом думает.",generated
"– Ежели Пьер не мог воздержаться от вспышки гнева в присутствии Анны Павловны был не в такт увертюры, сжималась и разжималась, комкая афишу.",generated
"- Он человек в сером сюртуке, очень желавший, чтобы я ему говорил ""ваше величество"", но, к огорчению своему, не получивший от меня никакого титула.",original
"В кабинете, полном дыма, шел разговор о войне, невольно, как и всегда, только глаза его – за то, что он сделал мне?",generated
"Все дворяне, те самые, которых каждый день видал Пьер то в клубе, то в их домах, - все были в мундирах, кто в екатерининских, кто в павловских, кто в новых александровских, кто в общем дворянском, и этот общий характер мундира придавал что-то странное и фантастическое этим старым и молодым, самым разнообразным и знакомым лицам.",original
Да... Вот что писал Пьер в первый раз узнал Наташу.,generated
- А вот барину наточить саблю.,original
"Мы стараемся соединить их с очевидной целью дать сражение и от чтения переходил ко сну, и от всей своей деятельности, связанной с ним, с книгой, которую вслух читала одна из них.",generated
"Стоит только допустить, что что-нибудь постыдное случилось с ним удара, когда княжна Марья, за эти слова, княжна Марья старалась уловить чей-нибудь взгляд.",generated
"- Проехать трудно было, ваше сиятельство, не хворайте, – сказал граф.",generated
"Графиня заснула, и граф, и Берг, который был так силен, что, очевидно, не могли двинуться, и артиллеристы, Тушин и юнкер, молча переглядывались, ожидая своей участи.",generated
"Не суди строго Lise, - начала она вопрос, но вдруг все головы открылись, все бросилось еще куда-то вперед.",generated
"Наташа и княжна Марья плакали тоже теперь, но они плакали не от своего личного горя; они плакали от благоговейного умиления, охватившего их души перед сознанием простого и торжественного таинства смерти, совершившегося перед ними.",original
Данилу Купора знаешь?,original
"Он притворно улыбнулся Ростову и помахал ему рукой, в виде братского совета, высказал ему мысль о всем том, что не может.",generated
"Такой же причиной, как отказ Наполеона отвести свои войска с тем, как он его держал на коленях, обдергивая платье и сказала:",generated
Но это продолжалось только минуту.,generated
"Тогда эта встреча не произвела на него сердито крикнули за то, что я знаю, что я не могу, не могу разделять вашего мнения о Пьере, и, указывая на Наташу, и еще слышать эту игру.",generated
Пока шел разговор о княжне Марье всегда было только предисловие.,generated
"- Хорошо, хорошо, - сказал он, неестественно улыбаясь.",generated
"– «Я понимаю эту ложь и путаницу, думал он, – но как мне рассказать им всё, что я понимаю?",original
уже ясно слышалось теперь Ростову.,original
"- По приказанию его сиятельства, к господину губернатору, - отвечал Алпатыч, гордо поднимая голову и закладывая руку за пазуху, что он делал всегда, когда упоминал о князе... - Изволили приказать осведомиться о положении дел, - сказал он.",original
Еще был удар.,original
"Французы звали ее Азор, солдат-сказочник звал ее Фемгалкой, Каратаев и другие звали ее Серый, иногда Вислый.",original
"Со всех сторон слышно было о приближающихся французах, и в одной деревне, в пятнадцати верстах от Богучарова, была разграблена усадьба французскими мародерами.",original
"Я понимаю вас, вы офицер... штаб-офицер, может быть.",original
"(сноска 11) Вы запускаетесь, мой милый.",original
"Такого рода рассуждения, уничтожая все его решения и предположения, часто приходили к Пьеру.",original
"- Полноте шутить, - сказал он.",original
"Мы стараемся соединить их с очевидной целью дать сражение и удержать наступление неприятеля, но и этом стремлении к соединению, избегая сражений с сильнейшим неприятелем и невольно отходя под острым углом, мы заводим французов до Смоленска.",original
"Основатель секты, партии, изобретатель менее удивляют нас, когда мы вас встретили у Сухаревой башни.",generated
Ежели бы было ее.,generated
"Всех братьев, которых он передал княжне Марье, о деревенской жизни ни разу не смеялась так, чтобы и ему тотчас же встал и с очевидным усилием воспоминанья.",generated
"- обратился он к солдатам, проговорил он.",generated
"""Дать или не дать?""",original
"- l'Empereur mon maitre ne desire point la guerre, et comme Votre Majeste le voit, - говорил Балашев, во всех падежах употребляя Votre Majeste, [16] с неизбежной аффектацией учащения титула, обращаясь к лицу, для которого титул этот еще новость.",original
"– Ж… – крикнул он, и глаза его, подернутые влагой, особенно блестели, и усы и дотронулся рукой до земли.",generated
Ростов молча смотрел на него.,original
"Они больше, нежели думают мои враги... Но если даже предположить, что и вы заехали, юноша, - сказал он робким голосом, – но веселой и кокетливой улыбкой разговаривала с ним вместе по линии.",generated
"Женщина почти бросилась к ногам Пьера, когда она увидала его.",original
"- Князь Василий привез своего сына, которого он вчера смотрел на графа при этом предполагают, что главнокомандующий желал видеть здесь лежащего гусарского майора Денисова.",generated
"- А его уж бог простил ей то действительностью, то прошедшим, то будущим.",generated
– Он женат был и давно?,original
"Глаза Пети налились кровью, опасность быть узнанным, Ростов подвинулся с несколькими любопытными из жителей к самому знатному из гостей после себя.",generated
"Одно, что напоминало о бывшем во время пребывания государя в Москве общем восторженно-патриотическом настроении, было требование пожертвований людьми и деньгами, которые, как скоро они были сделаны, облеклись в законную, официальную форму и казались неизбежны.",original
Она быстрыми шагами пошел за перегородку и лег.,generated
"Князь Андрей вошел в небогатый опрятный кабинет и у стола увидал cорокалетнего человека с длинной талией, с длинной, коротко-обстриженной головой и толстыми морщинами, с нахмуренными бровями над каре-зелеными тупыми глазами и висячим красным носом.",original
Переслать в академию.,original
"Была одна из княжен-племянниц графа, с угрюмым и холодным солдатам конвоя стоять на карауле и стеречь таких же киверах, стоял один русский офицер.",generated
"Она заботливо поглядывала на него все ошибки другого; а то, когда идешь в жизни большею частию в долг с десяти членов, из которых половина были так серьезны, что майор перестал улыбаться и, сначала задумавшись, как бы подробно я ни душ не губил, ни чужого не брал, акромя что нищую братию оделял.",generated
"Граф Илья Андреич прислали просить у вас в клубе и со всем ходом истории и наблюдения над ней повисло и задавит ее страшное несчастие, худшее в жизни, и чувствовала, что связь ее собственной души с ее резкими, дугами очерченными черными бровями и румяным лицом.",generated
"Рука его дрожала, когда он мог при ней и поцеловал ее в отстаивании каждого шага русской земли, а не историю событий.",generated
"Княжна Марья, выйдя от князя Андрея было очень скучно.",generated
"9 В Вильне же она не поправится, он не видался с Ростовыми.",generated
– Можно сейчас?,original
"Как ни свежо было это надо, он не мог довести до конца.",generated
"Теперь, когда он наконец вступит на тот курган, с которого, как бы от него; бросает и университет и меня спасло, вы знаете ее, зубы длинные, худая, - говорил Дрон.",generated
"Никита Иваныч, - сказал Николай, учтиво вставая.",original
"И, перебирая воспоминания нынешнего дня, воспоминание о французе-барабанщике представилось ему.",original
"Он часто и прежде, только с ношами выходивших и без ноши входивших в подвал, где был он, повязали платком голову, чтобы не попасть в руки врага.",generated
"– Бонапарт поступает с Европой как пират на завоеванном корабле, – сказал граф Ростопчин, повторяя уже несколько раз говоренную им фразу.",original
Они зовут его обедать.,original
Да сохранит вас наш Божественный Спаситель и его Пресвятая Матерь под Своим святым и могущественным покровом.,original
Охотники разровнялись.,original
"Княжна Марья не говорила с князем Андреем и Николаем, и еще более чем на ольмюцком поле, где его не бывает в позднюю вечернюю пору и как мы выросли, да и как ни жалко ей было всё равно; но составить искусно, метко и изящно циркуляр, меморандум или донесение - в случае успеха - себе приписать его; в случае сражения.",generated
"После этих раздражений желчь разливалась у нее Бориса, она теперь не в духе, когда она будет тебе хорошая жена... Бог да благословит вас!...",generated
"Сейчас скачи туда и скажи, что граф, желая быть строгим, не находился, что сказать; остальные не смели взглянуть в лицо Анны Павловны.",generated
[  Катишь велела подать чаю в маленькой гостиной.,original
- Ты лучше не беспокойся.,original
"После этой поездки князь Андрей поехал в рязанские именья своего сына, очевидно, с намерением сделать предложение.",generated
"– Теперь слушай, – с подобострастным уважением обратился он к нему, твердо сказала:",generated
"Иногда ей приходила мысль, что нельзя вмешиваться в такие места службы, где бы он умирал, все время умирал бы перед моими глазами, я была бы не грех лишать нас вашей прелестной жены?",generated
"Целый день был жаркий, где-то собиралась гроза, но только небольшая тучка брызнула на пыль дороги и на сочные листья.",original
"Она видела, что он насилу добился обеда.",generated
"     - То-то хорошо, ваше сиятельство, вы бы изволили!",original
"Сын заметил, как вдруг глубокая горесть выразилась в глазах его матери, и слегка улыбнулся.",original
"– Я сам… с усам, – сказал он, – сударыня, графиня… графиня Ростова, коли не ошибаюсь… прошу извинить, извинить… не знал, как мне подавить в сердце своем эти мысли - вот женщины, когда показываются все так, как вы можете судить о его споре с шурином и хотелось ему что-то противное.",generated
"Несколько французских офицеров распоряжались пушками, расстанавливая их, и смотрели в Кремль в зрительную трубу.",original
"«Да, здесь, в Петербурге, князь Андрей говорил это самое.",generated
Балашев оглядывался вокруг себя.,generated
"Француз посмотрел на нее холодным, злым взглядом и подставил спину.",generated
Бегство было так необходимо нужно.,generated
"Купца судили, наказали кнутом и, выдернув ноздри, - как следует по порядку, говорил Каратаев, - сослали в каторгу.",original
"У Фогеля сидели две гувернантки, на столе стояли тарелки с изюмом, грецкими и миндальными орехами.",original
"Помни, мой милый, – он потянул его вниз за руку, – здесь одно недоразуменье; ты сам, я думаю, чувствуешь.",original
"Как он на Лаврушку, который, нисколько не удивлялся этому вопросу.",generated
Сейчас на всё способна.,generated
"– Здоровье государя императора, – кричал он, действительно вынимая наголо саблю и грубо крикнул на русского мушкатера-солдата, который с бледным лицом вышла из своей засады.",generated
"В первом письме, полученном вскоре после переселения на теплые реки, в котором подробно описан парад французов в день похорон князя и приказал ему приготовить двенадцать лошадей под кареты княжны, а сам вышел.",generated
"Он, говорят, очень хорош и большой повеса.",original
"- говорили голоса, и по всей душе, буду я жив?",generated
"К тому же игрок, говорят.]",original
"Non, mais avouez que c'est charmant toute cette histoire du pont de Thabor.",original
"– Нет, я ненавижу свою жизнь, – сморщась проговорил Пьер.",original
"На узкой плотине Аугеста, на которой столько лет мирно сиживал в колпаке старичок-мельник с удочками, в то время как внук его, засучив рукава рубашки, перебирал в лейке серебряную трепещущую рыбу; на этой плотине, по которой столько лет мирно проезжали на своих парных возах, нагруженных пшеницей, в мохнатых шапках и синих куртках моравы и, запыленные мукой, с белыми возами уезжали по той же плотине, - на этой узкой плотине теперь между фурами и пушками, под лошадьми и между колес толпились обезображенные страхом смерти люди, давя друг друга, умирая, шагая через умирающих и убивая друг друга для того только, чтобы, пройдя несколько шагов, быть точно.",original
"Ольга, поди посмотри, готов ли бульон для дяденьки, скоро время, - то я помню, что я сделал для их воспитания все, что ни говорили другие, было очень морщинисто, с глубоко вставленными глазами.",generated
"Увидав солдат, он хотел противоречить.",generated
"Генерал нахмурился, отвернулся и протянул руку офицеру.",generated
"Слуга вошел с ним времени в избе, радостно вспоминая подробности своей последней встречи с Осипом Алексеевичем.",generated
"У него была не такая, какая у других полков, и, наконец, бросив ее.",generated
"- Eh bien, Rapp, croyez-vous, que nous ferons do bonnes affaires aujourd'hui?",original
"Он пытался выехать из Москвы, подойти к Кутузову, а может быть и не сказали мне, что вы еще отступили назад.",generated
"Но что они сделали для Людовика XVII, для королевы, для Елизаветы?",original
"- Да, порох, - насмешливо, но ласково смотрел в глаза Денисова.",generated
"Капитан вышел на крыльцо, громким голосом отдавая какие-то приказания.",original
Лакей на ходу еще ударил в спину первого подвернувшегося солдата.,generated
Вот графине отдай.,original
"- повторяли друг за друга, сваливались с лошадей, лошади некоторые тонули, тонули и люди, поодиночке и тотчас же женское самообольщение представляло ей утешение, и она услыхала его голос, как вдруг глубокая горесть выразилась в ее положении.",generated
"- Dites au roi de Naples, - строго сказал Наполеон, - qu'il n'est pas midi et que je ne vois pas encore clair sur mon echiquier.",original
- При ростепели снегов потонут в болотах Польши.,original
"Видно было, что этот успех удесятерял наши силы.",generated
"Ишь, ловко!",original
– спросил он.,original
– Поймала?,original
"- Я было и не мог поймать дрожащими, распухшими губами.",generated
"Все подходившие, из приличия не выказывая поспешности, с которой он проводил у Ростовых, тоже держала себя как-то особенно достойно, и всякий раз возвращали его к своей выдуманной цели.",generated
И в самой глубине души Пьер тогда еще хотел жить - боялся смерти.,generated
"Allons doucement, il faut la surprendre.",original
- Подойди только в то же время они услыхали выстрел и злой крик Долохова.,generated
"Vous ne me trompera plus... 33 - И все они презренны, потому что имеют целью личное благо его и на быстрине теченья.",generated
"Он знал, что мог, даже должен был прямо обратиться к нему и передать то, что приказано было ему передать от Долгорукова.",original
"– Говорите, мама, что же вы молчите?",original
"За ним вышел владетель мужественного голоса, видимо, пехотный офицер, засмеялся.",generated
было первою его мыслью.,original
Пора!,original
"     Остальная пехота поспешно проходила по мосту, спираясь воронкой у входа.",original
"(сноска 44) - Нет, ваше высочество... Нет, ваше высочество, вы не могли меня знать.",original
Человек в фризовой шинели читал афишку от 31-го августа.,original
– Ну да.,original
"Когда пленные опять тронулись, Пьер оглянулся назад.",original
"Пьер всегда удивлялся способности князя Андрея спокойного обращения со всякого рода людьми, его необыкновенной памяти, начитанности (он всё читал, всё знал, обо всем имел понятие) и больше всего его способности работать и учиться.",original
"Он страшен своей привычкой к неограниченной власти, с годами, когда они шли за Пахрой?",generated
"- Ей-богу, Безухов, в кафтане, с каким-то пятном на щеке, в одной из сил; а будет всегда среднее, кратчайшее направление, то, что он обезоруживал своих слушателей.",generated
"Потом описывается его геройство при Красном, где он будто бы готовится принять сражение и сам командовать, и ходит с березовой палкой и говорит: - J'ai assez fait l'Empereur, il est temps de faire le gйnйral, 31 и, несмотря на то, тотчас же после этого бежит дальше, оставляя на произвол судьбы разрозненные части армии, находящиеся сзади.",original
Il faut que vous veniez… Venez.,original
"- Et cette jambe, comme vous voyez, qui ne ressemble nullement a la veille d'un desastre publique, et je ne les condamiene pas.",generated
"Входя на этот курган, Пьер никак не думал, что это окопанное небольшими канавами место, на котором стояло и стреляло несколько пушек, было самое важное место в сражении.",original
"И та и другая одинаково избегали упоминания о чем-нибудь, не имеющем прямого к нему солдата и, плача, целовал его.",generated
Слезы еще чаще полились из глаз графини.,original
"Лакей Joseph подал Анатолю сумку и саблю, и все подводы под ранепых, - сказал Пьер, несмотря на то, чтобы очистить Одер и Вислу, можно делать принцу Баденскому, а не телесные, что в середине толпы, рванулся к краю плотины, сбив с ног сбился.",generated
"Если бы история имела дело до внешних явлений, постановление этого простого и очевидного закона было бы достаточно, и мы бы кончили наше рассуждение.",original
"- сказал князь, - сказал он Наташе, вдруг обращаясь к Алпатычу:",generated
"Но для людей, для которых мать вызвала его.",generated
"Кочубей, улыбнувшись, покачал головой, как бы удивляясь наивности Болконского.",original
И она уходила в детскую кормить своего единственного мальчика Петю.,original
"Когда он несколько часов перед утром и чувствовал необходимость возражать; но, как обыкновенно, не раздеваясь, между тем и уважительно.",generated
"Можно ли, такие глупости.",original
"- Как старик был хорош, - сказала графиня, - еще прошлого года!",original
"Они поговорили о том, что рассказывал Пьер.",original
"В лощине слышна была наша цепь, уже вступившая в дело и весело перещелкивающаяся с неприятелем.",original
"Барский двор состоял из гумна, надворных построек, конюшень, бани, флигеля и очутился подле большого дома, который еще тогда, когда дальше расходилась песня, ускорялся такт и в особенности просьбы о деньгах, которым он, семь лет тому назад от оскорбления, нанесенного ему женой, что у ней не было никакой радости, была здесь и неприятель близко... потому что...",generated
"- Да, я желала, чтобы скорее кончилось... Я хотела серьезно поговорить с ней.",generated
"- Эдак никогда не плакала и в Тарутине и здесь, в полку всё было исправно, кроме обуви.",generated
"Я сказал жене, что прошу ее забыть всё и хорошо снабженные маркитанты и австрийские жиды, предлагая всякого рода соблазны, наполняли лагерь.",generated
"Но дело в том, что чем больше было в сравнении с тем, чтобы ввести в грех.",generated
– сказал он.,original
"Этого никто, и сам запер за нею дверь.",generated
"- повторяли друг за другом целовальник и высокий малый, и оба вместе двинулись вперед по улице.",original
"– Да как же, к чему не обязывающие, могли дать время пройти некоторой части обозов, так и в скорости, так это так именно должно быть сделано!» Он вспыхнул и наговорил неприятных вещей Толю.",generated
"Так ты говоришь, что у лакея свое понятие о величии.",generated
Но французские войска в Россию.,generated
"Эскадрон, в котором юнкером служил Николай Ростов, расположен был в немецкой деревне Зальценек.",original
"Теперь, когда она круто повернулась и увидала на нем княжна Марья, в середине дня тянулись через город Энс, по сю сторону, так близко от наших лазутчиков у Козловского.",generated
"Ростов видел, как фон-Толь что-то долго и упорно смотрел на это решиться.",generated
- обратился он сердито шагал и фыркал носом.,generated
"Про деятельность Александра и Наполеона нельзя сказать, чтобы она была полезна или вредна, ибо мы не можем сказать, для чего она полезна и для чего вредна.",original
"Кутузов проснулся, тяжело откашлялся и оглянул генералов.",original
"Гусарский корнет из свиты Кутузова, передразнивавший полкового командира, отстал от коляски и подъехал к Долохову.",original
"Дождь лил ливмя, и Ростов увидал знакомый карниз с отбитой штукатуркой, крыльцо, тротуарный столб.",generated
"– Что тебе за дело, в зале и они тотчас же заплакала.",generated
- Je vous ferai les honneurs du camp.,original
"(сноска 5) Благодарю, господин.",original
Она ощущала в душе Ростова.,generated
Княжна Марья сидела одна в своей токе и бархатном платье.,generated
"- проговорил он, глядя за окно на камень тротуара.",original
"Пьер с недоуменьем, через очки глаз Соня прочла все, что совершалось в острове.",generated
- Quant a celui.,original
"А рассуждать как мо-о-ожно (он особенно вытянул голос на слове ""можно""), как мо-о-ожно менше, - докончил он, опять обращаясь к графу.",original
"– У дядюшки было очень мало; очень мало было также дворовых и грамотных, и в том и выскочили... Вот что следует из того, что чувствую, - говорил Кутузов, не отвечая улыбнулся.",generated
"Старик Ростов без всякой пользы, только для того, чтобы приготавливать свои речи, а уверенный в том, чтобы откладывать из своего пистолета, - отправляя его, генерал, поминая безумный поступок Пети в полк казаков Оболенского и отъезда его в угол, она сама этого хотела.",generated
Мы познакомимся с вами всё его тело.,generated
"- с удивлением посмотрел на него этой черненькой, грациозной, любящей другого девочкой.",generated
"Элен с своей матерью, молчаливыми прогулками по комнате из угла в другой, а в особенности их руководитель, уверяют себя, что цель пчелы состоит во впивании в себя из того мира уединенного созерцания, в котором было сто двадцать повозок сначала, теперь оставалось не больше шестидесяти; остальные были приведены сюда только для присутствия при казни.",generated
"– Ах, Боже мой, как страстно она любит, ежели она его любила, и Николенька любил дядю; но любил с чуть заметной, как будто ей надо было скорее.",generated
"Другой, маленький худой офицер, со всеми заговаривал, делая предположения о том, куда их ведут теперь и как далеко они успеют пройти нынешний день.",original
"- Капитан, ради Бога, я контужен в руку, - письмо было написано, как и всё, а я дам ей средства, я попрошу Андрея.",generated
"Вот два письма от графа Ностица, вот письмо от его высочества эрцгерцога Фердинанда, вот еще, - сказал он, подавая ему несколько бумаг.",original
"Нельзя было не так, как у больших.",generated
"Все точно так же восприимчива ко всем людям и вследствие того изнурения лошадей, главное средство приблизительного узнавания положения, в котором подробно описывал свою встречу с княжной Марьей, но он никак не мог отречься от престола и сослали его на службе, благодаря покровительству важного лица, знакомство со всем своим добром доме Ростовых в Москву, цель французов не было готово и не срамит имя русского!",generated
Да и что такое справедливость?,original
"- Нынче не разбирают... Всем народом навалиться хотят, одью слово - Москва.",original
"На вопрос о колодниках, которые сидели в яме, граф сердито крикнул на смотрителя:",original
"- Можете себе представить, как я хотел.",generated
Потом Ростова положили в бывшей комнате m-me Schoss.,generated
Она накинула ее себе на голову и взглянула на Николая.,original
"- Я тебе давно хотела сказать, Andre: за что ты ко мне так переменился?",original
"В темноте как будто текла невидимая, мрачная река, всё в одном направлении, гудя шопотом, говором и звуками копыт и колес.",original
"- Хорошо, - сказал Пьер жене.",generated
Наружность Долохова странно поразила Петю своей простотой.,original
"- вдруг как бы не вы, то худо бы кончилось.",generated
"Почти всякий раз, как подъезжал новый экипаж, в толпе пробегал шопот и снимались шапки.",original
